time,size,latitude,longitude,address
4/30/89 15:27,3.4,36.30 N,127.3 E,충청남도 대전 서부 지역
4/17/89 15:04,3.2,-,-,서울 북방 약 110km 지역
4/8/89 10:01,3.1,-,-,서울 북방 약 95km 지역
3/29/89 15:00,3.1,37.90 N,125.9 E,황해도 해주 남부 해역
3/21/89 4:44,2.9,-,-,서울 북방 약 155km 지역
3/13/89 16:03,3.4,38.20 N,125.5 E,황해도 벽성군 지역
3/13/89 14:33,3.3,-,-,서울 북방 약 110km 지역
3/11/89 10:59,3.3,-,-,서울 북방 약 135km 지역
3/3/89 15:15,3.4,38.10 N,124.9 E,황해도 장연군 서부 지역
1/5/89 15:13,3.2,38.50 N,126.1 E,황해도 서흥군 지역
12/2/88 23:54,2.5,36.30 N,127.9 E,경상북도 상주군 서부 지역
10/15/88 17:26,3.4,38.40 N,126.2 E,황해도 서흥군 지역
8/22/88 14:14,3,-,-,서울 북방 약 102km 지역
5/3/88 14:59,3.4,38.30 N,126.3 E,황해도 남천 부근 해역
4/15/88 15:44,3.7,40.40 N,127.0 E,함경남도-평안북도 경계 지역
1/24/88 6:46,2.9,36.20 N,129.2 E,경상북도 영일-영덕 지역
12/29/87 16:16,2.4,-,-,서울 북방 약 120km 지역
12/27/87 17:37,2.3,-,-,서울 북방 약 140km 지역
12/27/87 16:03,2.5,-,-,서울 북방 약 190km 지역
12/26/87 12:37,2,-,-,서울 북방 약 120km 지역
12/1/87 10:04,2.5,-,-,서울 북방 약 190km 지역
10/25/87 13:23,3.7,37.50 N,130.1 E,강원도 동해 동쪽 약 80km 해역
10/6/87 23:36,3.5,36.20 N,130.1 E,경상북도 포항 북동쪽 약 70km 해역
10/6/87 7:04,3.1,35.90 N,129.9 E,경상북도 포항 동쪽 약 50km 해역
9/25/87 0:44,2.2,37.80 N,129.1 E,강원도 양양 동쪽 해역
6/13/87 11:32,2.8,35.30 N,126.1 E,전라남도 영광 서부해안 지역
3/6/87 7:10,4,38.70 N,125.5 E,대동강 하구 남포 부근 지역
8/11/86 9:52,3.5,37.10 N,126.0 E,경기도 덕적도 남서 해역
7/11/86 16:43,3.2,34.30 N,126.9 E,전라남도 완도 동부 지역
5/11/86 4:03,3.1,36.60 N,125.9 E,충청남도 격렬비열도 부근 해역
5/10/86 14:02,3.1,-,-,서울 북방 약 170km 지역
5/2/86 17:26,3,36.70 N,125.7 E,충청남도 격렬비열도 부근 해역
5/2/86 12:44,3.4,36.60 N,125.8 E,충청남도 격렬비열도 부근 해역
4/27/86 9:03,3.3,36.50 N,125.6 E,충청남도 격렬비열도 부근 해역
4/26/86 4:24,3.5,36.60 N,125.5 E,충청남도 격렬비열도 부근 해역
3/24/86 10:58,2.6,38.80 N,125.9 E,평안남도 중화군 지역
3/20/86 16:46,3.6,34.20 N,125.1 E,전라남도 소흑산도 북부 해역
3/17/86 11:52,3.2,35.90 N,129.5 E,경상북도 포항 남동부지역
3/4/86 5:29,2.7,39.40 N,125.7 E,평안남도 평원군 지역
2/9/86 7:04,3.3,35.90 N,125.8 E,전라북도 군산 서쪽 약 80km 해역
2/3/86 16:38,2.8,35.70 N,126.9 E,전라북도 정읍 북부 지역
1/19/86 11:20,3,33.50 N,126.4 E,제주도 애월-제주 지역
12/24/85 15:31,2.3,-,-,서울 북방 약 176km 지역
12/22/85 12:09,3,39.30 N,125.8 E,평안남도 대동-순천군 지역
12/10/85 21:42,3.2,35.80 N,129.7 E,경상남도 감포 동쪽 약 20km 해역
11/10/85 17:23,3.1,39.80 N,125.8 E,평안북도 영변군 지역
11/2/85 2:56,2.9,36.70 N,128.9 E,경상북도 안동 북동부 지역
8/8/85 16:47,3.1,38.40 N,125.1 E,황해도 송화군 지역
8/5/85 19:24,2.8,39.40 N,125.9 E,평안남도 순천군 지역
7/18/85 19:14,2.4,38.50 N,125.8 E,황해도 봉산군 지역
6/26/85 17:19,2.6,37.30 N,126.4 E,서해중부 영흥도 부근 해역
6/25/85 11:13,3.8,36.90 N,129.7 E,경상북도 울진 동남쪽 약 30km 해역
6/25/85 7:29,2.8,37.30 N,126.4 E,서해중부 영흥도 부근 해역
6/25/85 6:40,4,37.30 N,126.4 E,서해중부 영흥도 부근 해역
6/20/85 5:03,3.3,35.90 N,128.6 E,경상북도 대구시 서부 지역
6/18/85 13:43,2.8,38.50 N,125.8 E,황해도 봉산군 지역
6/7/85 12:59,3.1,39.40 N,125.9 E,평안남도 순천군 지역
5/27/85 6:23,2.4,38.30 N,125.9 E,황해도 재령군 지역
5/22/85 17:27,2.9,38.10 N,125.6 E,황해도 벽성군 지역
5/13/85 18:26,2.9,36.60 N,128.6 E,경상북도 안동-풍산 지역
4/20/85 21:36,3.4,41.60 N,127.0 E,평안북도 자성-후창군 지역
4/12/85 21:11,2.2,-,-,서울 북방 약 220km 지역
4/8/85 12:47,2.2,-,-,서울 북방 약 117km 지역
4/4/85 12:27,2,-,-,경기만 해역
3/22/85 16:01,2.7,38.40 N,125.1 E,황해도 송화군 지역
1/22/85 22:50,2.1,-,-,서울 북방 약 85km 지역
1/15/85 9:59,3.4,34.70 N,130.0 E,부산 남동쪽 약 100km 해역
1/14/85 12:44,4.2,34.60 N,129.9 E,부산 남동쪽 약 90km 해역
11/16/84 8:50,2.6,39.90 N,125.9 E,평안북도 영변군 지역
11/9/84 21:29,2.4,35.80 N,128.5 E,경상북도 대구 서남부 지역
10/10/84 16:30,2.9,38.90 N,125.9 E,평안남도 평양 남동부 지역
8/5/84 7:35,2.8,37.20 N,125.0 E,서해중부 덕적군도 서쪽 해역
7/19/84 13:57,3.9,36.00 N,125.2 E,서해남부 어청도 서쪽 해역
6/25/84 23:53,2.2,37.00 N,126.8 E,경기도 남부 아산만 지역
5/14/84 11:39,2.6,35.20 N,126.7 E,전남 광주 서부 지역
5/11/84 15:00,3.2,38.60 N,125.1 E,대동강 하구 해안 지역
5/4/84 22:05,2.6,35.10 N,126.7 E,전남 광주-금성 지역
5/4/84 22:04,2.5,35.10 N,126.6 E,전남 금성-함평 지역
4/30/84 11:59,3.1,39.30 N,125.7 E,평안남도 평원군 지역
4/10/84 1:56,2.2,36.10 N,128.2 E,경상북도 김천 동부 지역
3/30/84 13:30,2.6,39.10 N,125.9 E,평안남도 평양 북동부 지역
3/21/84 0:15,3.2,36.80 N,126.6 E,충청남도 서산 동부 지역
3/17/84 13:00,3,39.50 N,126.1 E,평안남도 순천-개천군 지역
2/13/84 11:31,3.2,37.00 N,125.5 E,서해중부 목덕도 서쪽 해역
1/30/84 13:21,2.4,39.60 N,126.2 E,평안남도 덕천군 지역
1/28/84 13:30,2.9,37.10 N,124.6 E,서해중부 옹진반도 남서 해역
1/13/84 17:06,3,37.40 N,129.5 E,강원도 원덕 북동 해역
12/23/83 22:40,3,36.50 N,128.1 E,경상북도 상주 서부 지역
12/21/83 20:10,2.3,38.20 N,126.1 E,황해도 평산군 지역
12/8/83 3:04,2.5,36.90 N,125.6 E,서해중부 덕적군도 남서 해역
10/11/83 13:47,3.5,38.80 N,125.7 E,평남 황해도 경계 송림부근 지역
10/8/83 13:58,3.3,39.60 N,126.1 E,평안남도 개천-덕천군 지역
9/27/83 13:07,2.9,38.90 N,124.9 E,평안남도 용강군 서쪽 해역
9/17/83 12:17,4.2,38.30 N,126.1 E,황해도 멸악산 북서 지역
8/21/83 5:13,3.5,36.40 N,126.0 E,서해중부 격렬비열도-대청도 해역
8/9/83 13:00,2.8,39.50 N,125.9 E,평안남도 순천-안주군 지역
7/27/83 0:25,3.1,-,-,서울 북방 약 150km 지역
6/21/83 0:52,3,36.80 N,127.5 E,충청북도 괴산 남서부 지역
6/8/83 21:25,3.4,36.80 N,127.8 E,충청북도 괴산 남부 지역
5/9/83 18:59,3.2,38.90 N,126.3 E,황해도 북동부 수안군 지역
4/30/83 14:06,2.5,-,-,서울 북방 약 160km 지역
3/7/83 12:53,2.9,-,-,서울 북방 약 125km 지역
2/28/83 16:36,2.6,37.70 N,126.1 E,서해중부 강화도 서쪽 해역
2/21/83 18:11,2.8,-,-,서울 북방 약 110km 지역
2/11/83 4:53,2.6,38.60 N,126.5 E,황해도 동부 수안-신계 지역
2/8/83 20:57,2.9,38.00 N,124.9 E,황해도 서쪽 대동만 해역
1/11/83 1:15,3.4,38.70 N,125.6 E,황해도 황주-송림 지역
10/11/82 17:32,3.1,36.40 N,129.6 E,경상북도 포항 북동쪽 약 40km 해역
8/31/82 20:49,3.2,37.10 N,126.0 E,서해중부 덕적군도 서쪽 해역
8/29/82 15:34,3.5,37.10 N,126.0 E,서해중부 덕적군도 서쪽 해역
8/29/82 15:29,3.3,37.10 N,125.9 E,서해중부 덕적군도 서쪽 해역
8/29/82 3:18,4,37.20 N,125.9 E,서해중부 덕적군도 서쪽 해역
5/27/82 19:21,3.5,38.60 N,125.8 E,황해도 사리원-황주 지역
3/30/82 6:13,3,36.40 N,127.6 E,충남 대전시 북동부 지역
3/28/82 1:04,3.6,37.60 N,125.3 E,황해도 옹진군 남부 연안 해역
3/1/82 0:28,4.7,37.20 N,129.8 E,경북 울진 북동쪽 약 45km 해역
2/25/82 19:14,3.4,38.80 N,125.7 E,평남 황해도 경계 중화-송림 지역
2/24/82 23:27,2.6,36.10 N,127.5 E,충청남도 금산군 지역
2/14/82 23:37,4.5,38.30 N,125.7 E,황해도 사리원 남서부 지역
2/12/82 6:48,2.7,34.50 N,128.2 E,남해동부 욕지도 부근 해역
12/3/81 12:25,3,38.90 N,125.9 E,평안남도 중화군 지역
10/10/81 0:17,2.6,37.30 N,128.7 E,강원도 정선군지역
9/25/81 3:18,3.4,39.70 N,125.5 E,평안북도 박천군 지역
9/23/81 8:13,3.5,36.90 N,126.3 E,충청남도 서산군 북부 지역
9/6/81 12:59,2.6,39.60 N,126.6 E,평안남도 맹산-영흥군 지역
8/27/81 21:35,3.5,35.80 N,129.8 E,경상북도 포항 동남동쪽 약 50km 해역
6/14/81 20:57,2.8,37.80 N,125.7 E,서해중부 해주만 해역
6/10/81 12:59,3,39.50 N,125.8 E,평안남도 순천-안주군 지역
5/21/81 18:09,3,38.70 N,126.1 E,평남 황해도 경계 지역
5/19/81 13:59,2.8,39.40 N,125.6 E,평안남도 평원군 지역
4/15/81 11:47,4.8,35.90 N,130.1 E,경상북도 포항 동쪽 약 65km 해역
4/6/81 18:42,3.7,38.90 N,125.4 E,평안남도 강성-용강군 지역
4/3/81 18:39,2.6,36.00 N,128.9 E,경상북도 영천-팔공산 지역
3/10/81 15:24,3,38.90 N,125.7 E,평안남도 중화군 지역
1/2/81 19:08,3.5,39.70 N,124.8 E,평안북도 서쪽 인근 해역
12/29/80 13:00,2.8,39.80 N,126.4 E,평안북도 박천군 지역
12/24/80 21:38,2.7,36.00 N,128.6 E,경북 칠곡 지역
12/23/80 7:04,2.5,38.20 N,129.4 E,강원도 강릉 북동쪽 약 60km 해역
12/6/80 0:08,2.8,38.40 N,126.1 E,황해도 서흥 지역
12/2/80 12:13,2.4,-,-,서울 북방 약 220km 해역
12/1/80 20:46,3,40.70 N,127.2 E,함경남도 장진군 지역
12/1/80 13:29,3.5,40.70 N,127.2 E,함경남도 장진군 지역
11/28/80 14:27,2.7,38.80 N,125.6 E,평안남도 황해도 경계 송림 지역
11/28/80 12:59,2.6,39.40 N,125.8 E,평안남도 순천군 지역
9/25/80 13:00,2.6,39.50 N,126.0 E,평안남도 순천군 지역
8/23/80 11:24,2.5,37.10 N,125.3 E,서해중부 덕적군도 해역
7/26/80 5:59,3.5,38.80 N,125.7 E,평남 황해도 경계 송림-중화 지역
6/30/80 23:00,3.6,34.00 N,126.0 E,남해 해역
6/30/80 13:29,2.8,39.40 N,125.7 E,평안남도 순천 서부 지역
5/15/80 14:43,3.1,38.30 N,125.7 E,황해도 재령 지역
1/8/80 8:44,5.3,40.20 N,125.0 E,평안북도 서부 의주-삭주-귀성 지역
12/25/79 16:55,3.2,38.80 N,126.3 E,황해도 북동부 수안 부근 지역
12/20/79 15:07,3,36.20 N,127.3 E,충남 대전 남서부 지역
12/19/79 7:32,3.5,35.40 N,127.5 E,전북 남원 남동부 지역
11/19/79 4:13,3.2,35.90 N,126.1 E,전북 군산 서쪽 약 50km 해역
10/27/79 12:59,3.7,39.50 N,125.7 E,평안남도 순천 서부 지역
10/10/79 6:59,3.1,38.90 N,125.7 E,평안남도 평양 남서부 지역
8/30/79 0:39,3,38.30 N,127.9 E,강원 중북부 지역
8/24/79 8:30,3.8,36.60 N,124.0 E,서해 중부 해역
8/18/79 16:34,2.4,37.00 N,126.4 E,충남 태안반도 북부 지역
8/14/79 10:05,2.5,39.50 N,125.8 E,평안남도 서부 지역
8/13/79 12:12,3.5,36.30 N,128.5 E,경북 의성-구미 지역
4/24/79 5:44,3,36.80 N,128.5 E,경북 영주-예천 지역
4/9/79 8:49,3.3,39.70 N,125.7 E,평안남도 북부 지역
3/12/79 11:09,3.8,36.60 N,126.7 E,충남 홍성읍 지역
2/24/79 19:00,2.9,36.60 N,126.7 E,충남 홍성읍 지역
2/24/79 14:44,2.7,38.30 N,125.1 E,황해도 서부 지역
2/8/79 8:52,4,36.60 N,126.7 E,충남 홍성읍 지역
2/4/79 9:29,3.7,38.40 N,125.7 E,황해도 재령 지역
1/30/79 0:33,3,36.10 N,128.3 E,경북 구미 지역
1/29/79 10:06,3.3,38.30 N,126.0 E,황해도 중부 지역
1/24/79 0:40,3,35.70 N,126.0 E,전북 변산반도 서쪽 약 40km 해역
1/1/79 0:11,2.9,36.60 N,126.7 E,충남 홍성읍 지역
12/12/78 21:58,3.3,35.90 N,126.3 E,전북 군산 서쪽 약 40km 해역
12/4/78 15:16,2.8,37.40 N,128.7 E,강원도 정선 지역
11/23/78 11:06,4.6,38.40 N,125.6 E,황해도 재령지역
10/7/78 18:19,5,36.60 N,126.7 E,충남 홍성읍 지역
9/16/78 2:07,5.2,36.60 N,127.9 E,충북 속리산 부근 지역
8/30/78 2:29,4.5,39.10 N,124.2 E,평남 서부 해역
4/19/16 17:52,5.5,32.60 N,130.70 E,일본 규슈 구마모토현 구마모토 남쪽 23km 지역
4/18/16 20:42,5.8,33.00 N,131.20 E,일본 규슈 오이타현 오이타 남서쪽 46km 지역
4/17/16 8:58,7.4,0.20 N,80.10 W,에콰도르 페데르날레스 북북서쪽 14km 해역
4/16/16 7:11,5.3,33.30 N,131.40 E,일본 규슈 오이타현 오이타 서북서쪽 21km 지역
4/16/16 3:55,5.8,33.00 N,131.20 E,일본 규슈 오이타현 오이타 남서쪽 46km 지역
4/16/16 3:03,5.8,33.00 N,131.10 E,일본 규슈 구마모토현 구마모토 동북동쪽 43km 지역
4/16/16 1:46,6,32.90 N,130.90 E,일본 규슈 구마모토현 구마모토 동북동쪽 21km 지역
12/26/15 4:14,6.2,36.52 N,71.14 E,아프가니스탄 카불 북동쪽 283km 지역
12/18/15 4:49,6.6,15.80 N,93.50 W,멕시코 멕시코시티 남동쪽 719km 지역
12/7/15 16:50,7.2,38.26 N,72.72 E,타지키스탄 두샨베 동쪽 345km 지역
12/5/15 7:24,7.1,47.74 S,85.18 E,호주 퍼스 남서쪽 3124km 해역
11/26/15 14:45,6.4,9.22 S,71.27 W,브라질 타라우아카 남남서쪽 130km 지역
11/25/15 7:45,7.5,10.59 S,70.97 W,페루 이베리아 서북서쪽 173km 지역
11/20/15 14:32,6,25.90 N,143.40 E,일본 도쿄 남남동쪽 1142km 해역
11/19/15 3:31,7,8.70 S,158.70 E,솔로몬제도 다달리 남남서쪽 80km 해역
11/15/15 4:20,5.8,31.30 N,128.80 E,일본 규슈 가고시마현 가고시마 서남서쪽 170km 해역
11/14/15 5:51,7,30.90 N,128.70 E,일본 규슈 가고시마현 가고시마 서남서쪽 193km 해역
11/7/15 16:31,6.8,30.91 S,71.54 W,칠레 산티아고 북북서쪽 295km 지역
11/4/15 12:44,6.3,8.35 S,124.90 E,동티모르 딜리 서북서쪽 77km 지역
11/2/15 6:09,5.9,22.71 N,121.60 E,대만 타이둥 동쪽 47km 해역
10/26/15 18:09,7.7,36.46 N,70.71 E,아프가니스탄 카불 북북동쪽 256km 지역
10/21/15 15:04,5.5,37.30 N,141.20 E,일본 도쿄 북동쪽 230km 해역
10/21/15 6:52,7.3,14.80 S,167.40 E,바누아투 포트빌라 북북서쪽 339km 해역
10/20/15 18:29,5.7,27.40 N,140.80 E,일본 도쿄 남쪽 900km 해역
10/17/15 20:33,6,25.48 S,64.44 W,아르헨티나 엘 갈폰 동남동쪽 24km 지역
9/26/15 12:17,6.2,30.82 S,71.39 W,칠레 산티아고 북북서쪽 300km 지역
9/22/15 16:12,6.1,31.48 S,71.20 W,칠레 산티아고 북북서쪽 225km 지역
9/19/15 18:07,6.1,31.11 S,71.61 W,칠레 산티아고 북북서쪽 274km 지역
9/17/15 8:18,6.4,31.59 S,71.43 W,칠레 산티아고 북북서쪽 219km 지역
9/17/15 7:54,7.9,31.50 S,71.90 W,칠레 산티아고 북북서쪽 246km 해역
9/16/15 22:09,5.5,24.31 N,121.86 E,대만 타이베이 남남동쪽 86km 해역
9/2/15 0:24,5.6,31.35 N,141.87 E,일본 혼슈 가나가와현 요코하마 남남동쪽 500km 해역
8/14/15 13:43,5.1,42.80 N,143.20 E,일본 홋카이도 구시로 서남서쪽 98km 지역
8/13/15 23:08,5.5,24.06 N,122.45 E,대만 타이베이 남동쪽 143km 해역
8/6/15 18:22,5.2,36.50 N,140.60 E,일본 혼슈 이바라키현 미토 북동쪽 19km 지역
7/29/15 11:35,6.2,59.90 N,153.20 W,알래스카 앵커리지 남서쪽 233km 지역
7/28/15 6:41,7,2.80 S,138.60 E,인도네시아 아베푸라 서쪽 221km 지역
7/18/15 11:27,7.5,10.33 S,165.20 E,솔로몬제도 라타 서북서쪽 81km 해역
7/13/15 2:52,5.7,33.00 N,131.90 E,일본 규슈 오이타현 오이타 남동쪽 38km 해역
7/10/15 13:12,7,9.32 S,158.42 E,솔로몬제도 다달리 남남서쪽 156km 해역
7/10/15 3:33,5.8,40.40 N,141.60 E,일본 혼슈 아오모리현 아오모리 동남동쪽 86km 지역
7/7/15 14:10,6.2,43.70 N,147.80 E,일본 홋카이도 구시로 동북동쪽 288km 해역
7/3/15 10:07,6.5,37.60 N,78.20 E,중국 호탄 서북서쪽 161km 지역
6/23/15 21:19,6.9,27.70 N,140.30 E,일본 도쿄 남쪽 885km 해역
6/11/15 13:51,5.7,39.60 N,143.80 E,일본 혼슈 이와테현 모리오카 동쪽 227km 해역
6/11/15 13:45,5.8,39.70 N,143.70 E,일본 혼슈 이와테현 모리오카 동쪽 218km 해역
6/10/15 22:52,6,22.41 S,68.33 W,칠레 산페드로 드 아타카마 북북서쪽 57km 지역
6/10/15 17:33,5.6,39.60 N,143.70 E,일본 혼슈 이와테현 모리오카 동쪽 218km 해역
6/8/15 15:01,5.5,41.50 N,142.00 E,일본 혼슈 아오모리현 아오모리 북동쪽 129km 해역
6/5/15 8:15,6,6.08 N,116.55 E,말레이시아 라나우 북서쪽 19km 지역
6/4/15 4:34,5,43.50 N,144.10 E,일본 홋카이도 구시로 북북서쪽 62km 지역
6/3/15 6:05,6,27.90 N,140.90 E,일본 도쿄 남남동쪽 870km 해역
5/31/15 3:49,6.3,30.70 N,143.00 E,일본 도쿄 남남동쪽 634km 해역
5/31/15 2:22,5.6,25.30 N,140.50 E,일본 도쿄 남쪽 1158km 해역
5/30/15 20:24,8.5,27.90 N,140.80 E,일본 도쿄 남쪽 870km 해역
5/25/15 14:28,5.6,36.10 N,139.60 E,일본 혼슈 사이타마현 사이타마 북쪽 27km 지역
5/22/15 4:32,6,9.78 S,160.33 E,솔로몬제도 호니아라 남동쪽 56km 지역
5/13/15 6:13,6.6,38.90 N,142.10 E,일본 혼슈 이와테현 모리오카 남동쪽 121km 해역
5/12/15 16:36,6.3,27.62 N,86.17 E,네팔 카트만두 동쪽 83km 지역
5/12/15 16:05,7.4,27.84 N,86.15 E,네팔 카트만두 동쪽 83km 지역
5/7/15 16:10,7.2,7.24 S,154.67 E,파푸아뉴기니 팡구나 남서쪽 136km 해역
5/5/15 10:44,7.5,5.60 S,152.10 E,파푸아뉴기니 코코포 남쪽 139km 해역
5/1/15 17:06,7.1,5.30 S,151.80 E,파푸아뉴기니 코코포 남남서쪽 116km 지역
4/30/15 19:45,6.8,5.40 S,151.90 E,파푸아뉴기니 코코포 남남서쪽 122km 지역
4/26/15 16:09,6.7,27.73 N,86.15 E,네팔 카트만두 동쪽 81km 지역
4/26/15 5:01,5.6,24.03 N,122.44 E,대만 타이베이 남동쪽 145km 해역
4/25/15 15:45,6.6,28.19 N,84.87 E,네팔 카트만두 북서쪽 70km 지역
4/25/15 15:11,7.5,28.17 N,84.73 E,네팔 카트만두 북서쪽 77km 지역
4/20/15 21:00,5.7,24.01 N,122.39 E,대만 타이베이 남동쪽 144km 해역
4/20/15 20:45,5.8,24.12 N,122.41 E,대만 타이베이 남동쪽 136km 해역
4/20/15 10:42,6.3,24.05 N,122.37 E,대만 타이베이 남동쪽 139km 해역
3/30/15 8:48,7.6,4.70 S,152.70 E,파푸아뉴기니 타론 남서쪽 45km 해역
3/25/15 9:34,5,42.40 N,143.10 E,일본 홋카이도 구시로 서남서쪽 123km 지역
3/23/15 19:13,6,23.70 N,121.76 E,대만 화련 남동쪽 35km 해역
3/23/15 13:51,6.1,18.44 S,69.36 W,칠레 아리카 동쪽 99km 지역
3/11/15 5:55,6.2,6.83 N,73.01 W,콜롬비아 보고타 북북동쪽 272km 지역
2/24/15 11:29,5.9,39.60 N,143.50 E,일본 혼슈 이와테현 모리오카 동쪽 201km 해역
2/21/15 19:14,5.9,39.90 N,143.60 E,일본 혼슈 이와테현 모리오카 동쪽 210km 해역
2/20/15 13:25,6.1,39.80 N,143.70 E,일본 혼슈 이와테현 모리오카 동쪽 218km 해역
2/17/15 13:46,5.7,40.10 N,142.10 E,일본 혼슈 이와테현 모리오카 동북동쪽 92km 해역
2/17/15 8:06,6.9,39.90 N,144.50 E,일본 혼슈 이와테현 모리오카 동쪽 287km 해역
2/14/15 5:06,6.1,22.66 N,121.46 E,대만 카오슝 동쪽 125km 해역
2/12/15 3:57,6.9,23.16 S,67.18 W,칠레 산페드로 드 아타카마 동남동쪽 109km 지역
2/6/15 10:25,5,33.70 N,134.40 E,일본 시코쿠 도쿠시마 남남서쪽 44km 지역
2/2/15 19:49,6.3,32.72 S,67.06 W,아르헨티나 라푼타 북서쪽 87km 지역
1/25/15 19:42,5.7,29.30 N,140.10 E,일본 혼슈 시즈오카현 시즈오카 남남동쪽 651km 해역
1/7/15 13:48,5.4,24.26 N,121.70 E,대만 타이베이 남남동쪽 86km 지역
12/25/14 8:06,5.5,37.20 N,141.60 E,일본 후쿠시마현 후쿠시마 동남동쪽 117km 해역
12/20/14 18:30,5.8,37.40 N,141.60 E,일본 후쿠시마현 후쿠시마 동남동쪽 107km 해역
12/11/14 6:03,6.8,25.70 N,122.17 E,대만 타이베이 북동쪽 104km 해역
12/6/14 1:02,5.1,35.50 N,135.70 E,일본 교토부(혼슈) 교토 북쪽 55km 지역
11/26/14 23:33,7,1.90 N,126.60 E,인도네시아 테르나테 북서쪽 150km 해역
11/22/14 22:08,6.8,36.70 N,137.90 E,일본 혼슈 나가노현 나가노 서북서쪽 27km 지역
11/15/14 11:31,7.3,1.94 N,126.65 E,인도네시아 테르나테 북북서쪽 150km 해역
10/22/14 9:15,5.5,27.40 N,128.70 E,일본 오키나와현 오키나와 북동쪽 166km 해역
10/16/14 8:53,5.9,32.10 N,140.70 E,일본 가나가와현 요코하마 남남동쪽 384km 해역
10/14/14 12:51,7.4,12.61 N,88.07 W,엘살바도르 인티푸카 남쪽 64km 해역
10/11/14 14:20,5.6,40.90 N,143.20 E,일본 혼슈 아오모리현 아오모리 동쪽 206km 해역
10/11/14 11:36,6.1,41.00 N,143.20 E,일본 혼슈 아오모리현 아오모리 동쪽 207km 해역
10/7/14 22:49,6,23.41 N,100.52 E,중국 린창시 남동쪽 70km 지역
10/3/14 9:57,5.5,40.20 N,142.60 E,일본 혼슈 이와테현 모리오카 동북동쪽 135km 해역
9/26/14 2:51,6.2,61.97 N,151.79 W,미국 알래스카 앵커리지 북서쪽 130km 지역
9/24/14 20:16,6.2,23.85 S,66.55 W,아르헨티나 산살바도르 서북서쪽 133km 지역
9/17/14 15:14,7.1,13.74 N,144.54 E,괌 하갓냐 북서쪽 37km 해역
9/16/14 12:28,5.6,36.10 N,139.90 E,일본 도쿄 북동쪽 50km 지역
9/3/14 16:24,5.2,36.90 N,139.50 E,일본 혼슈 도치기현 우쓰노미야 북서쪽 51km 지역
8/29/14 4:14,6.1,32.10 N,132.20 E,일본 규슈 미야자키현 미야타키 동북동쪽 77km 해역
8/25/14 8:21,6.8,15.04 S,74.03 W,페루 나즈카 동남동쪽 101km 지역
8/24/14 19:20,6,38.21 N,122.32 W,미국 샌프란시스코 북북동쪽 50km 지역
8/24/14 7:32,6.6,32.70 S,71.39 W,칠레 산티아고 북서쪽 108km 지역
8/18/14 14:25,6,32.65 N,47.75 E,이란 압다난 남동쪽 48km 지역
8/18/14 11:32,6.2,32.74 N,47.67 E,이란 압다난 남동쪽 36km 지역
8/10/14 12:43,6.1,41.10 N,142.30 E,일본 혼슈 아오모리현 아오모리 동북동쪽 134km 해역
8/3/14 17:30,6.1,27.25 N,103.43 E,중국 웬핑 서북서쪽 11km 지역
8/3/14 9:21,7.2,0.90 N,146.20 E,파푸아뉴기니 로렌가우 북북서쪽 334km 해역
7/29/14 19:46,6.3,17.84 N,95.52 W,멕시코 아카유칸 서쪽 65km 지역
7/21/14 3:33,6.2,44.70 N,148.30 E,일본 홋카이도 구시로 동북동쪽 368km 해역
7/12/14 4:22,6.8,37.00 N,142.60 E,일본 혼슈 이바라키현 미토 동북동쪽 203km 해역
7/8/14 18:05,5.8,42.70 N,141.30 E,일본 홋카이도 삿포로 남쪽 40km 지역
7/7/14 20:23,7.1,14.80 N,92.60 W,멕시코 마자탄 서남서쪽 17km 해역
7/5/14 7:42,5.8,39.70 N,142.20 E,일본 후쿠시마현 후쿠시마 북동쪽 263km 해역
7/1/14 4:56,6.1,28.50 N,139.50 E,일본 도쿄 남쪽 800km 해역
6/29/14 16:52,7.1,55.56 S,28.57 W,아르헨티나 우수아이아 동남동쪽 2497km 해역
6/29/14 14:56,6.2,24.60 N,142.20 E,일본 이오지마 동남동쪽 91km 해역
6/24/14 5:53,8,51.80 N,178.76 E,알라스카 리틀 시트킨섬 남동쪽 24km 해역
6/24/14 4:19,7.2,30.10 S,177.00 W,뉴질랜드 라울섬 남동쪽 126km 해역
6/16/14 21:01,6.1,37.70 N,162.00 W,알라스카 노아턱 동북동쪽 31km 지역
6/16/14 5:14,5.8,37.10 N,141.20 E,일본 후쿠시마현 후쿠시마 남동쪽 98km 해역
6/16/14 3:19,5.6,36.60 N,141.90 E,일본 이바라키현 미토 동쪽 130km 해역
6/15/14 2:31,5.5,39.40 N,141.10 E,일본 이와테현 모리오카 남쪽 34km 지역
6/8/14 14:24,5.2,39.10 N,141.80 E,일본 이와테현 모리오카 남동쪽 87km 지역
6/7/14 13:43,6,67.88 N,162.38 W,알라스카 노아턱 북동쪽 42km 지역
5/30/14 10:20,5.9,24.98 N,97.87 E,중국 잉장현 북북서쪽 35km 지역
5/21/14 9:21,5.9,23.74 N,121.45 E,대만 화롄 남남서쪽 33km 지역
5/10/14 16:36,6,17.26 N,100.75 W,멕시코 테크판 데 갈레아나 서쪽 14km 지역
5/9/14 2:00,6.8,17.20 N,100.80 W,멕시코 테크판 데 갈레아나 서남서쪽 13km 지역
5/5/14 20:08,6,19.70 N,99.68 E,태국 치앙라이 남서쪽 27km 지역
